ACCTAGE,AGE,ATM,ATMAMT,BRANCH,CASHBK,CC,CCBAL,CCPURC,CD,CDBAL,CHECKS,CRSCORE,DDA,DDABAL,DEP,DEPAMT,DIRDEP,HMOWN,HMVAL,ILS,ILSBAL,INAREA,INCOME,INV,INVBAL,IRA,IRABAL,LOC,LOCBAL,LORES,MM,MMBAL,MMCRED,MOVED,MTG,MTGBAL,NSF,NSFAMT,PHONE,POS,POSAMT,RES,SAV,SAVBAL,SDB,TELLER,id
4.2,19.0,1.0,714.48,B14,0.0,,,,0.0,0.0,4.0,685.0,1.0,316.99,3.0,2394.86,1.0,0.0,99.0,0.0,0.0,1.0,30.0,,,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.28,,,,S,0.0,0.0,0.0,3.0,8638
2.1,59.0,1.0,788.37,B8,0.0,0.0,0.0,0.0,1.0,6700.0,1.0,693.0,1.0,1773.19,3.0,2915.38,1.0,1.0,118.0,0.0,0.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.19,0.0,0.0,0.0,R,1.0,2.08,0.0,0.0,9613
7.7,,0.0,0.0,B2,0.0,0.0,0.0,0.0,1.0,8100.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,15108.81,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,6007
5.3,58.0,1.0,4681.17,B4,0.0,1.0,1377.34,0.0,0.0,0.0,8.0,667.0,1.0,1503.85,3.0,5941.28,1.0,1.0,113.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,7796.58,0.0,0.0,5430
18.8,50.0,1.0,427.99,B1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,635.0,1.0,3418.9,2.0,3149.73,1.0,0.0,86.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,6.0,6311
3.7,,1.0,208.4,B2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,687.0,1.0,638.17,2.0,1323.99,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,184.52,U,0.0,0.0,0.0,2.0,4930
4.5,58.0,1.0,1362.64,B5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,698.0,1.0,2035.45,2.0,2568.9,0.0,1.0,112.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,372.42,S,0.0,0.0,0.0,1.0,7166
0.7,16.0,1.0,86.05,B13,0.0,0.0,0.0,0.0,0.0,0.0,5.0,616.0,1.0,1163.2,4.0,1421.77,0.0,1.0,166.0,0.0,0.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,3.0,1466
0.9,42.0,1.0,2750.42,B3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,737.0,1.0,445.35,4.0,2528.01,0.0,1.0,112.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.24,1.0,4.0,338.3,S,0.0,0.0,0.0,1.0,6649
1.2,47.0,1.0,23.01,B4,0.0,1.0,1.05,1.0,0.0,0.0,0.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,10834.24,0.0,0.0,1082
2.3,65.0,0.0,0.0,B4,0.0,1.0,7301.64,0.0,0.0,0.0,0.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,7014.36,8.0,1.0,15005.46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,9614
0.3,56.0,1.0,491.2,B4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,681.0,1.0,216.18,3.0,553.91,1.0,0.0,112.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.89,3.0,6.0,138.37,U,0.0,0.0,0.0,0.0,2105
10.3,40.0,1.0,258.97,B2,0.0,1.0,143361.35,1.0,0.0,0.0,0.0,631.0,1.0,809.45,2.0,802.91,0.0,1.0,102.0,1.0,17123.51,1.0,15.0,0.0,0.0,1.0,2514.7,0.0,0.0,6.0,1.0,14828.11,0.0,0.0,1.0,145045.05,0.0,0.0,0.0,0.0,0.0,S,1.0,5149.37,1.0,1.0,7841
5.1,52.0,0.0,0.0,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,1.0,1263.03,0.0,0.0,0.0,1.0,119.0,0.0,0.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,1490.57,0.0,0.0,3213
3.0,50.0,1.0,707.62,B14,0.0,,,,1.0,44500.0,1.0,647.0,1.0,446.96,2.0,294.87,0.0,1.0,109.0,0.0,0.0,1.0,45.0,,,1.0,5500.32,1.0,21232.48,9.0,0.0,0.0,0.0,0.0,1.0,107032.51,0.0,0.0,,,,U,1.0,4789.85,0.0,1.0,4285
2.1,21.0,1.0,304.9,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,1.0,62.0,2.0,230.05,0.0,0.0,117.0,0.0,0.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,2.0,8989
4.8,50.0,1.0,924.21,B18,0.0,,,,0.0,0.0,10.0,684.0,1.0,1463.02,2.0,2484.25,1.0,0.0,114.0,0.0,0.0,1.0,57.0,,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,U,1.0,611.18,0.0,0.0,4609
2.8,41.0,0.0,0.0,B4,0.0,0.0,0.0,0.0,1.0,7700.0,9.0,638.0,1.0,2194.65,2.0,3366.94,0.0,1.0,98.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,690.53,1.0,1.0,9857
,,1.0,7756.65,B2,0.0,1.0,842.11,2.0,0.0,0.0,18.0,645.0,1.0,4956.56,3.0,31171.44,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,18506.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,S,0.0,0.0,0.0,4.0,7091
3.6,22.0,1.0,2252.59,B12,0.0,0.0,0.0,0.0,0.0,0.0,8.0,619.0,1.0,194.51,7.0,3340.3,0.0,0.0,112.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,341.94,S,1.0,204.7,0.0,3.0,3733
23.3,45.0,0.0,0.0,B15,0.0,,,,0.0,0.0,0.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,1.0,13.0,,,1.0,8.75,0.0,0.0,7.0,1.0,14771.86,0.0,0.0,0.0,0.0,0.0,0.0,,,,R,0.0,0.0,0.0,0.0,6428
3.6,70.0,0.0,0.0,B5,0.0,1.0,711.71,0.0,0.0,0.0,1.0,699.0,1.0,592.06,4.0,1129.73,0.0,1.0,93.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,10.0,4722
,,1.0,156.42,B10,0.0,0.0,0.0,0.0,0.0,0.0,6.0,711.0,1.0,609.74,2.0,1613.86,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,363.3,S,1.0,60.18,0.0,0.0,1531
3.9,,1.0,10706.34,B15,0.0,,,,0.0,0.0,6.0,606.0,1.0,2513.06,3.0,3472.04,0.0,,,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,1.0,90432.99,0.0,4.0,684
0.8,53.0,1.0,200.99,B12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,715.0,1.0,1647.06,2.0,988.77,0.0,1.0,109.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,3910.17,0.0,1.0,4228
0.3,45.0,0.0,0.0,B4,0.0,1.0,17073.22,0.0,0.0,0.0,0.0,604.0,1.0,774.34,0.0,0.0,0.0,0.0,88.0,1.0,9906.21,1.0,25.0,0.0,0.0,0.0,0.0,1.0,114.21,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,3479.33,0.0,0.0,2126
,40.0,0.0,0.0,B16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,1.0,13.74,0.0,0.0,0.0,1.0,107.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,1.0,8031
4.0,74.0,0.0,0.0,B10,0.0,1.0,2228.16,0.0,0.0,0.0,0.0,654.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,4790
1.3,45.0,1.0,34.76,B16,0.0,0.0,0.0,0.0,0.0,0.0,7.0,669.0,1.0,1373.83,2.0,1345.62,1.0,1.0,102.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,287.68,R,0.0,0.0,0.0,7.0,4441
4.6,44.0,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,9615
3.6,59.0,1.0,3072.39,B2,0.0,1.0,734.42,1.0,0.0,0.0,13.0,720.0,1.0,483.91,2.0,2358.23,0.0,0.0,90.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,7908.03,1.0,20.92,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,190.92,U,1.0,885.69,0.0,0.0,1980
,53.0,1.0,180.5,B15,0.0,,,,0.0,0.0,5.0,711.0,1.0,3551.95,2.0,3349.33,1.0,0.0,102.0,0.0,0.0,1.0,20.0,,,0.0,0.0,1.0,35387.36,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,0.0,0.0,0.0,1.0,6695
9.3,,1.0,4919.85,B16,0.0,0.0,0.0,0.0,0.0,0.0,9.0,640.0,1.0,2940.35,5.0,5928.8,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,16282.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,341.29,R,1.0,5964.47,0.0,0.0,4543
3.7,37.0,0.0,0.0,B1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,15076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,1.0,0.0,8769
1.9,55.0,1.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,1.0,194.62,1.0,471.28,1.0,1.0,78.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,4185
4.7,,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,646.0,1.0,389.68,1.0,533.91,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,2.0,9415
7.3,50.0,1.0,3875.61,B10,0.0,1.0,1298.46,0.0,0.0,0.0,13.0,630.0,1.0,750.86,3.0,3789.43,0.0,0.0,125.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,840.64,R,1.0,723.02,0.0,0.0,1516
2.1,35.0,0.0,0.0,B11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,1.0,24.92,0.0,0.0,0.0,1.0,104.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,2018
2.0,35.0,0.0,0.0,B8,0.0,1.0,3618.05,0.0,0.0,0.0,0.0,622.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,301
3.0,40.0,0.0,0.0,B1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,651.0,1.0,407.32,1.0,394.71,0.0,0.0,132.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,1.0,6321
3.9,36.0,0.0,0.0,B1,0.0,1.0,75.87,0.0,0.0,0.0,2.0,589.0,1.0,1268.16,2.0,873.65,1.0,0.0,106.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,5516.99,0.0,3.0,10437
4.4,43.0,0.0,0.0,B15,0.0,,,,0.0,0.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,0.0,0.0,1.0,27.0,,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,0.0,0.0,0.0,0.0,7764
3.9,,0.0,0.0,B2,0.0,1.0,0.0,0.0,0.0,0.0,8.0,675.0,1.0,26043.68,2.0,5955.03,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,1.0,2.0,6423
5.0,51.0,1.0,3899.7,B3,0.0,0.0,0.0,0.0,0.0,0.0,17.0,667.0,1.0,3046.54,3.0,4455.71,1.0,1.0,108.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,5535.99,0.0,1.0,9261
0.5,68.0,0.0,0.0,B6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,664.0,1.0,2058.38,1.0,622.54,0.0,1.0,98.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1.0,390.85,0.0,2.0,177
0.6,,1.0,1048.21,B4,0.0,1.0,6110.55,1.0,0.0,0.0,5.0,651.0,1.0,1809.82,5.0,5815.41,1.0,,,1.0,10128.2,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,286.9,U,1.0,5931.64,0.0,0.0,8281
0.4,52.0,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,1.0,204.59,1.0,264.81,0.0,1.0,92.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,1.0,2961
24.5,48.0,1.0,53.53,B1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,672.0,1.0,3392.4,2.0,720.67,1.0,1.0,92.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,9129
0.3,55.0,1.0,337.61,B9,0.0,0.0,0.0,0.0,1.0,1300.0,7.0,719.0,1.0,2728.4,3.0,887.52,1.0,1.0,97.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,220.06,S,1.0,1588.15,0.0,0.0,3779
0.7,53.0,0.0,0.0,B4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,650.0,1.0,1126.92,5.0,4364.92,0.0,0.0,102.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,11.0,3456
3.1,,1.0,1369.93,B3,0.0,1.0,76.77,0.0,0.0,0.0,1.0,652.0,1.0,572.81,2.0,567.7,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,U,1.0,5060.52,0.0,0.0,4403
5.3,69.0,0.0,0.0,B1,0.0,1.0,1154.81,0.0,0.0,0.0,0.0,645.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0,0.0,0.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,15012.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,7266
5.8,39.0,1.0,0.0,B4,0.0,1.0,2894.96,0.0,0.0,0.0,0.0,631.0,1.0,33.17,4.0,463.92,0.0,0.0,113.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,3952
3.5,37.0,1.0,652.05,B4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,737.0,1.0,198.95,2.0,1353.47,0.0,1.0,86.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,10.8,R,0.0,0.0,0.0,1.0,6408
8.6,46.0,0.0,0.0,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.0,15036.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,4203
5.5,66.0,0.0,0.0,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,1.0,4.75,0.0,0.0,0.0,0.0,115.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,6374
3.9,64.0,1.0,1191.65,B4,0.0,1.0,184.63,0.0,0.0,0.0,5.0,651.0,1.0,11786.6,2.0,3107.39,1.0,0.0,129.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,112.33,R,0.0,0.0,0.0,0.0,3294
9.7,60.0,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,6669
2.2,51.0,1.0,832.67,B3,0.0,1.0,0.0,0.0,0.0,0.0,4.0,687.0,1.0,610.63,4.0,859.74,0.0,0.0,91.0,0.0,0.0,1.0,20.0,1.0,1173.74,1.0,0.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.68,5.0,6.0,102.17,S,0.0,0.0,0.0,0.0,7998
,65.0,0.0,0.0,B3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,707.0,1.0,963.79,5.0,3696.02,0.0,1.0,89.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.1,0.0,0.0,0.0,R,0.0,0.0,0.0,8.0,10585
2.3,,1.0,698.36,B18,0.0,,,,0.0,0.0,7.0,713.0,1.0,247.41,6.0,1421.84,1.0,,,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,U,1.0,543.25,0.0,2.0,8153
7.9,42.0,1.0,346.4,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,1.0,249.68,1.0,126.84,0.0,0.0,105.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,0.0,3593
,50.0,1.0,3866.73,B2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,752.0,1.0,668.05,2.0,1791.35,0.0,1.0,92.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,75.29,1.0,0.0,798
,48.0,0.0,0.0,B2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,661.0,1.0,1923.76,2.0,1668.6,1.0,0.0,120.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,1.0,0.0,6719
,65.0,0.0,0.0,B17,0.0,0.0,0.0,0.0,0.0,0.0,5.0,704.0,1.0,6971.61,1.0,602.87,1.0,1.0,126.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,1.0,1648.8,1.0,0.0,7196
3.8,39.0,0.0,0.0,B8,0.0,0.0,0.0,0.0,1.0,41200.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,15041.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,1493
27.0,54.0,0.0,0.0,B11,0.0,1.0,4673.76,0.0,0.0,0.0,22.0,710.0,1.0,11937.63,3.0,13814.15,1.0,1.0,113.0,0.0,0.0,1.0,25.0,1.0,287315.53,1.0,4862.36,1.0,3772.11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,1.0,1.0,2058
1.5,60.0,0.0,0.0,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1.0,19280.61,0.0,0.0,9883
,,1.0,667.87,B2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,640.0,1.0,656.8,2.0,439.56,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,5452
2.9,,1.0,615.28,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,1.0,108.69,1.0,502.63,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,0.0,0.0,0.0,0.0,1400
4.1,67.0,1.0,0.0,B15,0.0,,,,0.0,0.0,0.0,728.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,1.0,50.0,,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,269451.52,0.0,0.0,,,,U,1.0,8275.02,0.0,0.0,8448
1.2,,0.0,0.0,B2,0.0,1.0,4036.63,1.0,0.0,0.0,2.0,653.0,1.0,3917.71,2.0,1815.21,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,2.0,228
4.1,60.0,0.0,0.0,B4,0.0,1.0,11368.56,1.0,1.0,8100.0,10.0,679.0,1.0,1410.73,2.0,688.52,1.0,1.0,87.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,11564.89,7.0,1.0,15925.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0.0,0.0,0.0,3.0,2857
0.7,,1.0,535.58,B4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,710.0,1.0,1653.55,3.0,1751.92,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,241.14,S,0.0,0.0,0.0,1.0,9508
